Index,Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
176,Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.2,74539
177,Lenovo,2 in 1 Convertible,13.9,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,16,SSD,512,0,Intel, UHD Graphics 620,windows,1.4,98515
178,Toshiba,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,SSD,128,0,Intel, HD Graphics 620,windows,2,42251
179,Xiaomi,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Nvidia, GeForce MX150,N/A,2,63883
180,Dell,Notebook,17.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,16,SSD,512,0,Nvidia, GeForce 150MX,windows,2.8,82531
181,Dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce GTX 1050,windows,2.1,127712
182,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,N/A,2.4,41505
183,Acer,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,1.2,8,SSD,256,0,Intel, HD Graphics 615,windows,1.1,52694
184,Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,1024,AMD, Radeon 530,windows,2.8,57809
185,Vero,Notebook,14,Full HD,1,0,1080,1920,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.3,13853
186,Xiaomi,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce MX150,N/A,1.3,53275
187,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i5,1.6,8,SSD,256,0,Nvidia, GeForce MX150,N/A,2.8,37189
188,Dell,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,HDD,1024,0,Intel, UHD Graphics 620,windows,1.6,44702
189,HP,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,HDD,1024,0,Nvidia, GeForce 930MX,windows,2.5,48698
190,Razer,Gaming,17.3,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.9,32,SSD,1024,0,Nvidia, GeForce GTX 1080,windows,3.5,324955
191,HP,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,512,0,Intel, UHD Graphics 620,windows,1.5,51096
192,HP,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050,windows,3.4,73473
193,HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Nvidia, GeForce 930MX ,windows,2.5,55678
194,Dell,Gaming,15.6,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,Hybrid,512,1024,Nvidia, GeForce GTX 1060,windows,2.7,98302
195,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.3,4,SSD,128,0,Intel, HD Graphics 520,windows,2.1,26267
196,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia, GeForce 940MX,windows,2.2,39534
197,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,512,1024,Nvidia, GeForce GTX 1060,windows,3.2,93187
198,Dell,Workstation,15.6,4k Ultra HD,0,0,2160,3840,Intel,Xeon E3-1505M,3,16,Hybrid,256,1024,Nvidia, Quadro M1200,windows,2.8,162770
199,Lenovo,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,SSD,512,0,Nvidia, GeForce GTX 1060,N/A,2.4,74485
200,Dell,Notebook,15.6,Full HD,0,1,768,1366,Intel,Core i3,2.4,6,HDD,1024,0,Intel, HD Graphics 620,windows,2.3,23390
201,Dell,Ultrabook,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.2,103843
202,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050,linux,2.4,41505
203,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050,windows,2.9,74965
204,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,N/A,2.1,18595
205,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,N/A,2.2,29251
206,Huawei,Ultrabook,13,Full HD,1,0,1440,2160,Intel,Core i7,2.7,8,SSD,512,0,Intel, HD Graphics 620,windows,1.1,79867
207,Dell,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,AMD, Radeon 530,windows,1.4,49651
208,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 940MX,N/A,2.8,31382
209,HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Nvidia, GeForce 930MX,windows,1.6,54932
210,Dell,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.6,61219
211,Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,16,SSD,512,0,Intel, UHD Graphics 620,windows,1.6,68145
212,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,AMD, Radeon 520,linux,2.2,36089
213,Lenovo,2 in 1 Convertible,14,Full HD,1,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.7,47899
214,Toshiba,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,2.5,8,SSD,256,0,Intel, HD Graphics 520,windows,1.2,72621
215,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,HDD,1024,0,Intel, UHD Graphics 620,windows,2.1,42304
216,Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1060,windows,4.4,130874
217,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Nvidia, GeForce 940MX,windows,2.2,44329
218,Dell,Notebook,15.6,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,HDD,1024,0,AMD, Radeon R7 M445,windows,2.3,45768
219,Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce 920MX ,windows,2,40972
220,Asus,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,256,500,Nvidia, GeForce GTX 950M,windows,2.7,47472
221,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,AMD, FirePro W4190M ,windows,1.9,67612
222,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2.4,4,HDD,1024,0,Intel, HD Graphics 620,windows,2.4,21258
223,HP,Notebook,15.6,Full HD,0,0,768,1366,AMD,E-Series 9000e,1.5,4,HDD,500,0,AMD, Radeon R2,windows,2.1,17582
224,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1060,windows,3.2,79867
225,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.6,45768
226,Acer,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.3,8,SSD,256,0,Intel, HD Graphics 520,windows,1.6,36710
227,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,256,0,AMD, Radeon R7 M445,linux,2.4,47899
228,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,linux,2.1,20779
229,Asus,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A10-Series A10-9620P,2.5,4,Hybrid,128,1024,AMD, Radeon R5 M430,windows,2.2,30636
230,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,32,Hybrid,512,1024,Nvidia, GeForce GTX 1080,windows,4.7,207259
231,Acer,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.5,45075
232,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,8,SSD,128,0,Intel, HD Graphics 520,windows,7.2,31382
233,Asus,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,1024,Nvidia, GeForce 150MX,windows,2.1,61006
234,Asus,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,Hybrid,128,1024,Nvidia, GeForce GTX 950M,N/A,2.7,47366
235,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.6,46833
236,Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,57489
237,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,2048,AMD, Radeon 530,windows,2.2,52481
238,HP,Notebook,15.6,Full HD,0,1,768,1366,Intel,Core i5,2.5,8,HDD,1024,0,Intel, HD Graphics 620,windows,2,29784
239,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,SSD,256,0,Nvidia, GeForce GTX 1080,windows,3.6,159787
240,HP,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,1.6,4,HDD,500,0,Intel, UHD Graphics 620,windows,1.5,35964
241,Apple,Ultrabook,13.3,Full HD,1,0,1600,2560,Intel,Core i5,3.1,8,SSD,512,0,Intel, Iris Plus Graphics 650,macos,1.4,108691
242,Dell,2 in 1 Convertible,15.6,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,HDD,1024,0,Intel, UHD Graphics 620,windows,2.1,43636
243,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 980M,windows,4.3,95851
244,Asus,Notebook,15.6,Full HD,0,0,768,1366,AMD,A9-Series 9420,3,4,HDD,1024,0,AMD, Radeon R5 M420,windows,1.7,24988
245,Lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Intel,Core i7,1.8,8,SSD,512,0,Intel, UHD Graphics 620,windows,1.4,98515
246,Acer,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i3,2.7,4,SSD,256,0,Nvidia, GeForce MX130,windows,3,37403
247,Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.4,50563
248,HP,Notebook,15.6,Full HD,0,0,768,1366,AMD,A6-Series A6-9220,2.5,8,SSD,128,0,AMD, Radeon R4 Graphics,windows,1.9,23758
249,HP,Notebook,17.3,Full HD,1,0,1080,1920,Intel,Core i7,1.8,16,HDD,1024,0,Nvidia, GeForce MX150,windows,2.9,56424
250,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,512,1024,Nvidia, GeForce GTX 1070,windows,4.1,133147
251,Lenovo,2 in 1 Convertible,15.6,Full HD,1,1,1080,1920,Intel,Core i7,2.8,8,SSD,512,0,Nvidia, GeForce GTX 1050M,windows,2,90523
252,Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,1024,AMD, Radeon 530,windows,2.8,60846
253,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,SSD,256,0,Intel, HD Graphics 520,N/A,2.2,23656
254,HP,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,1.6,4,HDD,500,0,Intel, HD Graphics 620,windows,2.1,38468
255,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,1024,0,Intel, HD Graphics 620,windows,2.2,35005
256,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,AMD, Radeon R5 M430,windows,2.2,30103
257,Dell,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,2.7,42571
258,Asus,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.8,8,SSD,512,512,Intel, UHD Graphics 620,windows,4.1,79867
259,HP,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,HDD,1024,0,Nvidia, GeForce 930MX ,windows,2.5,54239
260,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Intel, UHD Graphics 620,windows,2.1,46886
261,Apple,Ultrabook,13.3,Full HD,1,0,1600,2560,Intel,Core i5,2.9,8,SSD,512,0,Intel, Iris Graphics 550,macos,1.4,104370
262,Asus,Gaming,17.3,Full HD,0,0,1080,1920,AMD,Ryzen 1700,3,16,Hybrid,256,1024,AMD, Radeon RX 580,windows,3.2,82531
263,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,AMD, Radeon 520,linux,2.1,39165
264,Lenovo,2 in 1 Convertible,14,Full HD,0,1,1440,2560,Intel,Core i7,2.6,16,SSD,512,0,Intel, HD Graphics 520,windows,1.4,133147
265,Toshiba,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i7,2.5,8,HDD,500,0,Nvidia, GeForce 930M,windows,2.2,43263
266,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i7,2.7,12,HDD,1024,0,Intel, HD Graphics 620,windows,2.3,37992
267,Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,1024,AMD, Radeon 530,linux,2.8,58555
268,Acer,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,HDD,1024,0,Nvidia, GeForce MX130,windows,2.2,39694
269,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,windows,2.8,26054
270,Lenovo,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,HDD,2048,0,Nvidia, GeForce MX150,N/A,2.8,45235
271,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i7,2.7,6,Hybrid,128,1024,Nvidia, GeForce 940MX,windows,2.8,45768
272,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,AMD, Radeon R5 M430,linux,2.3,22804
273,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.5,44169
274,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,6,SSD,256,0,Intel, HD Graphics 620,windows,2.2,30849
275,Acer,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Nvidia, GeForce MX150,windows,3,50669
276,Acer,Notebook,15.6,Full HD,1,1,1080,1920,Intel,Core i7,2.7,12,HDD,1024,0,Intel, HD Graphics 620,windows,2.2,35112
277,Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 630,windows,2,58448
278,Asus,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Nvidia, GeForce 940MX,windows,1.7,52055
279,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.5,62817
280,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia, GeForce 940MX,N/A,2.2,35112
281,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.5,2,SSD,16,0,Intel, HD Graphics,other,2.2,10603
282,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,3,63243
283,HP,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i3,2,8,HDD,1024,0,Intel, HD Graphics 520,windows,2.5,26054
284,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2,97449
285,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Intel, UHD Graphics 620,windows,2.1,39374
286,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,HDD,1024,0,Nvidia, GeForce GTX 1060,windows,3.2,69211
287,Acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce GTX 1050 Ti,linux,2.5,52161
288,Dell,Workstation,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.9,16,SSD,256,0,Nvidia, Quadro M1200,windows,3.4,153705
289,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A10-Series 9600P,2.4,6,HDD,1024,0,AMD, Radeon R5 430,windows,2.4,26587
290,Asus,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,16,SSD,512,0,Nvidia, GeForce 940MX,windows,1.6,78215
291,Asus,Notebook,14,Full HD,0,0,768,1366,Intel,Core i3,2.4,4,SSD,128,0,Intel, HD Graphics 620,windows,1.3,27120
292,Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,2.9,113060
293,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i5,2.5,6,HDD,1024,0,Nvidia, GeForce GTX 940M,windows,5.8,34579
294,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,8,HDD,2048,0,Nvidia, GeForce 940MX,N/A,2.2,29251
295,Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.5,67399
296,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel, HD Graphics 505,N/A,2.2,19180
297,HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.8,16,SSD,256,0,Intel, HD Graphics 620,windows,1.3,105228
298,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,8,SSD,256,0,Nvidia, GeForce 930M,windows,2.2,55571
299,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia, GeForce 940MX,windows,2.3,43636
300,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,windows,1.9,24988
301,Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.1,53227
302,Dell,Ultrabook,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,16,SSD,1024,0,Intel, UHD Graphics 620,windows,1.2,133147
303,MSI,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia, GeForce GTX 1070,windows,2.8,111835
304,Acer,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A8-Series 7410,2.2,8,SSD,256,0,AMD, Radeon R5,windows,2.2,24988
305,Asus,2 in 1 Convertible,11.6,Full HD,0,1,768,1366,Intel,Celeron Dual,1.1,2,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.1,14652
306,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD, Radeon 530,windows,2.3,44968
307,HP,2 in 1 Convertible,13.3,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,16,SSD,1024,0,Intel, UHD Graphics 620,windows,1.3,130483
308,Lenovo,Notebook,13.3,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel, HD Graphics 510,other,1.5,24503
309,HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2,52214
310,Acer,Notebook,11.6,Full HD,0,0,768,1366,Intel,Pentium Quad,1.6,4,Flash Storage,128,0,Intel, HD Graphics 405,windows,1.4,25841
311,HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.5,68838
312,Lenovo,Notebook,17.3,Full HD,0,0,900,1600,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia, GeForce 920MX,windows,2.8,31382
313,Asus,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,2,58288
314,HP,Notebook,15.6,Full HD,1,0,768,1366,Intel,Core i7,1.8,8,HDD,1024,0,Intel, UHD Graphics 620,windows,2.1,48059
315,Acer,Notebook,15.6,Full HD,0,0,768,1366,AMD,A12-Series 9720P,2.7,8,SSD,256,0,AMD, Radeon RX 540,windows,2.2,35112
316,Lenovo,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.4,15558
317,Acer,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i5,2.5,6,HDD,1024,0,Intel, HD Graphics 620,windows,8.2,29251
318,Asus,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Nvidia, GeForce 940MX,windows,1.7,55939
319,HP,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.3,71129
320,Dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.8,32,SSD,1024,0,Nvidia, GeForce GTX 1050,windows,2.1,140606
321,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,256,1024,Nvidia, GeForce GTX 1050 Ti,windows,2.7,63883
322,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,2,50243
323,Asus,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,Hybrid,256,1024,Intel, HD Graphics 620,windows,2,71076
324,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,HDD,1024,0,Intel, HD Graphics 520,windows,1.9,23923
325,Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, GeForce GTX 1050,windows,2.5,53227
326,HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,1.5,67559
327,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,0,Intel, HD Graphics 620,windows,1.8,60952
328,Asus,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel, HD Graphics 500,linux,2,14651
329,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,SSD,256,0,Nvidia, GeForce 940MX,windows,2,60886
330,Dell,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel, HD Graphics,linux,2.2,14647
331,Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,AMD,A12-Series 9720P,3.6,12,HDD,2048,0,AMD, Radeon 530,windows,2.2,47899
332,HP,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i3,2.4,8,HDD,1024,0,Nvidia, GeForce 930MX ,windows,2.1,38148
333,Lenovo,2 in 1 Convertible,13.9,4k Ultra HD,1,1,2160,3840,Intel,Core i7,1.8,16,SSD,512,0,Intel, UHD Graphics 620,windows,1.4,111835
334,Dell,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,SSD,256,0,Intel, UHD Graphics 620,windows,1.2,84129
335,Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,2048,Nvidia, GeForce GTX 1050 Ti,windows,2.4,60153
336,HP,Notebook,14,Full HD,0,0,768,1366,Intel,Celeron Dual,1.6,2,Flash Storage,32,0,Intel, HD Graphics 400,windows,1.4,14865
337,Dell,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.9,16,SSD,512,256,Intel, UHD Graphics 620,windows,1.9,85672
338,Asus,2 in 1 Convertible,11.6,Full HD,0,1,768,1366,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel, HD Graphics 500,windows,1.5,19980
339,Dell,Ultrabook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,1.6,8,HDD,1024,0,AMD, Radeon 530,windows,0,35325
340,HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,0,Intel, HD Graphics 620,windows,1.8,69477
341,MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia, GeForce GTX 1060,windows,2.7,75072
342,HP,Workstation,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,0,Nvidia, Quadro M1200,windows,2.6,92615
343,Toshiba,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,16,SSD,512,0,Nvidia, GeForce 930M,windows,2.4,74752
344,Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,1.8,8,Hybrid,128,2048,AMD, Radeon 530,windows,2,51730
345,Lenovo,Notebook,15.6,Full HD,0,0,768,1366,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel, HD Graphics 500,N/A,2.2,17156
346,Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia, GeForce GTX 1050,windows,2.7,53227
347,Dell,Notebook,15.6,Full HD,0,1,768,1366,Intel,Core i5,2.5,8,HDD,2048,0,Intel, HD Graphics 620,windows,2.4,29697
348,Dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,SSD,256,0,Intel, HD Graphics 620,windows,1.4,76031
349,HP,Notebook,15.6,Full HD,0,0,768,1366,Intel,Core i3,2,4,HDD,500,0,Intel, HD Graphics 520,windows,1.9,23390
